Age,Gender,Income,Product_Category,Promotion,Sales
31,Female,40822.94860528024,Electronics,No,21088.740094945337
55,Male,92575.60245646638,Electronics,Yes,47559.52958634907
54,Male,73658.58495246671,Books,Yes,37922.79428513015
28,Female,64835.2504784352,Books,No,33084.946476663295
53,Male,28879.157537078485,Electronics,Yes,15632.727294741419
30,Female,55764.443504514034,Books,No,28561.398338153125
60,Male,56828.6616961541,Clothing,No,29550.891209806403
20,Male,89165.0887618136,Books,Yes,45175.521803359
50,Male,63731.85761502308,Books,No,33137.99718716985
23,Male,50432.04391763277,Electronics,No,25756.904772643124
27,Female,98144.02628085275,Books,Yes,49592.37765308934
22,Male,28857.647466105256,Books,Yes,14941.73400388513
40,Male,53803.87426495557,Books,No,27850.923146536385
27,Female,23361.974013712424,Books,Yes,12244.468239284652
61,Male,79192.32966135442,Clothing,No,40853.27491226539
19,Male,93446.12417593205,Electronics,No,47217.12750160724
